category,sub_category,packaging_material,strength,biodegradability_score,co2_emission_score,recyclability_percent,weight_capacity_kg
Pet Supplies,Leashes,Jute Fiber,high,93,15,0,7.43
Pet Supplies,Leashes,Kraft Paper,low,98,22,89,70.67
Pet Supplies,Leashes,Hemp Textile,high,96,16,2,74.46
Pet Supplies,Collars,PP,medium,13,80,49,14.71
Pet Supplies,Collars,Solid Bleached Sulfate (SBS),medium,77,58,84,70.81
Pet Supplies,Collars,Recycled HDPE (rHDPE),high,5,47,94,26.3
Pet Supplies,Collars,Non-Woven Polypropylene,medium,0,86,29,20.16
Pet Supplies,Collars,Wheat Straw Board,medium,92,20,82,50.7
Pet Supplies,Collars,Corrugated Cardboard,high,84,39,91,48.47
Pet Supplies,Collars,HDPE,high,9,80,86,12.72
Pet Supplies,Collars,Jute Fiber,high,95,11,0,13.29
Pet Supplies,Collars,Kraft Paper,low,93,27,93,65.66
Pet Supplies,Collars,Hemp Textile,high,95,12,0,40.59
Pet Supplies,Bowls,PP,medium,11,78,47,54.9
Pet Supplies,Bowls,Solid Bleached Sulfate (SBS),medium,81,56,82,43.48
Pet Supplies,Bowls,Recycled HDPE (rHDPE),high,6,44,90,38.99
Pet Supplies,Bowls,Non-Woven Polypropylene,medium,0,87,28,22.45
Pet Supplies,Bowls,Wheat Straw Board,medium,92,21,79,27.27
Pet Supplies,Bowls,Corrugated Cardboard,high,86,39,93,6.78
Pet Supplies,Bowls,HDPE,high,11,82,87,74.03
Pet Supplies,Bowls,Jute Fiber,high,98,10,0,46.46
Pet Supplies,Bowls,Kraft Paper,low,98,22,92,73.19
Pet Supplies,Bowls,Hemp Textile,high,92,17,3,48.77
Pet Supplies,Beds,PP,medium,11,82,52,40.29
Pet Supplies,Beds,Solid Bleached Sulfate (SBS),medium,80,56,84,60.96
Pet Supplies,Beds,Recycled HDPE (rHDPE),high,2,44,90,51.48
Pet Supplies,Beds,Non-Woven Polypropylene,medium,0,82,28,46.99
Pet Supplies,Beds,Wheat Straw Board,medium,95,21,82,30.4
Pet Supplies,Beds,Corrugated Cardboard,high,86,39,90,38.54
Pet Supplies,Beds,HDPE,high,9,78,88,5.43
Pet Supplies,Beds,Jute Fiber,high,98,10,0,33.56
Pet Supplies,Beds,Kraft Paper,low,95,22,91,22.93
Pet Supplies,Beds,Hemp Textile,high,95,13,0,22.93
Pet Supplies,Brushes,PP,medium,11,77,50,8.8
Pet Supplies,Brushes,Solid Bleached Sulfate (SBS),medium,83,56,85,29.34
Pet Supplies,Brushes,Recycled HDPE (rHDPE),high,6,45,91,41.62
Pet Supplies,Brushes,Non-Woven Polypropylene,medium,3,82,30,23.29
Pet Supplies,Brushes,Wheat Straw Board,medium,98,16,83,21.54
Pet Supplies,Brushes,Corrugated Cardboard,high,84,41,88,15.86
Pet Supplies,Brushes,HDPE,high,10,77,84,39.08
Pet Supplies,Brushes,Jute Fiber,high,94,13,0,21.04
Pet Supplies,Brushes,Kraft Paper,low,96,26,88,58.17
Pet Supplies,Brushes,Hemp Textile,high,92,17,0,48.39
Pet Supplies,Cages,PP,medium,12,79,53,41.85
Pet Supplies,Cages,Solid Bleached Sulfate (SBS),medium,83,55,86,62.53
Pet Supplies,Cages,Recycled HDPE (rHDPE),high,8,46,90,32.84
Pet Supplies,Cages,Non-Woven Polypropylene,medium,0,87,29,65.36
Pet Supplies,Cages,Wheat Straw Board,medium,98,21,80,73.78
Pet Supplies,Cages,Corrugated Cardboard,high,85,41,92,19.36
Pet Supplies,Cages,HDPE,high,7,82,87,45.86
Pet Supplies,Cages,Jute Fiber,high,94,14,0,28.07
Pet Supplies,Cages,Kraft Paper,low,96,27,87,62.6
Pet Supplies,Cages,Hemp Textile,high,94,17,3,25.13
Pet Supplies,Fish Tanks,PP,medium,11,81,52,23.2
Pet Supplies,Fish Tanks,Solid Bleached Sulfate (SBS),medium,83,52,87,52.44
Pet Supplies,Fish Tanks,Recycled HDPE (rHDPE),high,5,43,90,40.86
Pet Supplies,Fish Tanks,Non-Woven Polypropylene,medium,1,84,29,25.79
Pet Supplies,Fish Tanks,Wheat Straw Board,medium,93,15,80,6.17
Pet Supplies,Fish Tanks,Corrugated Cardboard,high,86,41,87,65.84
Pet Supplies,Fish Tanks,HDPE,high,11,79,86,60.58
Pet Supplies,Fish Tanks,Jute Fiber,high,98,14,1,25.33
Pet Supplies,Fish Tanks,Kraft Paper,low,97,25,88,16.03
Pet Supplies,Fish Tanks,Hemp Textile,high,96,18,0,63.79
Home Hardware,Tools,Recycled Aluminum,high,0,16,100,40.76
Home Hardware,Tools,Plywood,high,68,51,0,20.79
Home Hardware,Tools,Chrome-Plated Steel,high,2,83,88,70.98
Home Hardware,Tools,Paperboard,medium,80,48,87,66.29
Home Hardware,Tools,Double-Wall Corrugated,high,82,47,92,16.91
Home Hardware,Tools,Hardwood,high,100,28,3,57.75
Home Hardware,Tools,Corrugated Cardboard,high,83,42,93,21.46
Home Hardware,Tools,Recycled Steel,high,0,17,93,58.82
Home Hardware,Tools,ABS Plastic,high,0,93,13,37.99
Home Hardware,Tools,VCI Paper (Anti-Corrosion),medium,84,53,82,59.22
Home Hardware,Tools,PET,medium,13,82,73,41.12
Home Hardware,Screws,Recycled Aluminum,high,1,13,100,20.49
Home Hardware,Screws,Plywood,high,71,49,0,16.92
Home Hardware,Screws,Chrome-Plated Steel,high,0,82,91,59.2
Home Hardware,Screws,Paperboard,medium,80,43,86,29.59
Home Hardware,Screws,Double-Wall Corrugated,high,82,47,90,57.91
Home Hardware,Screws,Hardwood,high,100,23,0,12.6
Home Hardware,Screws,Corrugated Cardboard,high,87,37,90,17.96
Home Hardware,Screws,Recycled Steel,high,0,22,95,52.82
Home Hardware,Screws,ABS Plastic,high,0,92,13,37.59
Home Hardware,Screws,VCI Paper (Anti-Corrosion),medium,82,58,81,33.77
Home Hardware,Screws,PET,medium,12,84,76,17.56
Home Hardware,Bulbs,Recycled Aluminum,high,0,17,97,47.35
Home Hardware,Bulbs,Plywood,high,73,47,3,37.57
Home Hardware,Bulbs,Chrome-Plated Steel,high,0,84,87,61.57
Home Hardware,Bulbs,Paperboard,medium,82,43,84,71.36
Home Hardware,Bulbs,Double-Wall Corrugated,high,87,47,90,22.42
Home Hardware,Bulbs,Hardwood,high,100,25,0,69.95
Home Hardware,Bulbs,Corrugated Cardboard,high,84,39,90,55.1
Home Hardware,Bulbs,Recycled Steel,high,0,21,97,0.2
Home Hardware,Bulbs,ABS Plastic,high,0,93,12,36.74
Home Hardware,Bulbs,VCI Paper (Anti-Corrosion),medium,86,53,81,39.19
Home Hardware,Bulbs,PET,medium,12,85,77,70.81
Home Hardware,Hinges,Recycled Aluminum,high,1,14,96,74.82
Home Hardware,Hinges,Plywood,high,67,49,2,15.78
Home Hardware,Hinges,Chrome-Plated Steel,high,0,83,87,55.14
Home Hardware,Hinges,Paperboard,medium,83,44,83,59.01
Home Hardware,Hinges,Double-Wall Corrugated,high,88,47,95,24.08
Home Hardware,Hinges,Hardwood,high,97,28,3,46.9
Home Hardware,Hinges,Corrugated Cardboard,high,87,37,93,45.23
Home Hardware,Hinges,Recycled Steel,high,1,23,92,63.06
Home Hardware,Hinges,ABS Plastic,high,2,93,15,47.93
Home Hardware,Hinges,VCI Paper (Anti-Corrosion),medium,85,52,81,72.84
Home Hardware,Hinges,PET,medium,12,86,76,7.01
Home Hardware,Knobs,Recycled Aluminum,high,0,14,95,38.56
Home Hardware,Knobs,Plywood,high,68,50,0,33.09
Home Hardware,Knobs,Chrome-Plated Steel,high,0,86,93,43.31
Home Hardware,Knobs,Paperboard,medium,81,42,83,66.49
Home Hardware,Knobs,Double-Wall Corrugated,high,86,52,91,3.38
Home Hardware,Knobs,Hardwood,high,100,23,1,9.74
Home Hardware,Knobs,Corrugated Cardboard,high,84,42,88,33.81
Home Hardware,Knobs,Recycled Steel,high,0,18,98,19.78
Home Hardware,Knobs,ABS Plastic,high,1,96,12,38.64
Home Hardware,Knobs,VCI Paper (Anti-Corrosion),medium,85,52,77,51.44
Home Hardware,Knobs,PET,medium,13,86,74,5.59
Home Hardware,Locks,Recycled Aluminum,high,1,14,95,56.52
Home Hardware,Locks,Plywood,high,70,51,1,54.12
Home Hardware,Locks,Chrome-Plated Steel,high,0,84,92,2.97
Home Hardware,Locks,Paperboard,medium,83,46,86,37.58
Home Hardware,Locks,Double-Wall Corrugated,high,82,52,89,2.46
Home Hardware,Locks,Hardwood,high,100,23,0,65.34
Home Hardware,Locks,Corrugated Cardboard,high,88,41,91,13.18
Home Hardware,Locks,Recycled Steel,high,3,22,94,73.98
Home Hardware,Locks,ABS Plastic,high,0,92,13,56.22
Home Hardware,Locks,VCI Paper (Anti-Corrosion),medium,86,56,81,20.09
Home Hardware,Locks,PET,medium,14,84,78,43.51
Home Hardware,Brackets,Recycled Aluminum,high,3,14,99,37.49
Home Hardware,Brackets,Plywood,high,68,49,0,23.45
Home Hardware,Brackets,Chrome-Plated Steel,high,2,82,91,5.52
Home Hardware,Brackets,Paperboard,medium,77,48,84,66.2
Home Hardware,Brackets,Double-Wall Corrugated,high,84,53,89,50.89
Home Hardware,Brackets,Hardwood,high,99,26,0,67.33
Home Hardware,Brackets,Corrugated Cardboard,high,82,40,91,74.75
Home Hardware,Brackets,Recycled Steel,high,1,22,94,42.07
Home Hardware,Brackets,ABS Plastic,high,0,97,15,25.58
Home Hardware,Brackets,VCI Paper (Anti-Corrosion),medium,87,55,82,40.35
Home Hardware,Brackets,PET,medium,18,82,76,24.57
Home Hardware,Anchors,Recycled Aluminum,high,3,15,100,33.6
Home Hardware,Anchors,Plywood,high,73,51,3,16.82
Home Hardware,Anchors,Chrome-Plated Steel,high,0,83,91,48.02
Home Hardware,Anchors,Paperboard,medium,79,43,85,69.82
Home Hardware,Anchors,Double-Wall Corrugated,high,87,51,90,10.57
Home Hardware,Anchors,Hardwood,high,100,24,0,70.03
Home Hardware,Anchors,Corrugated Cardboard,high,84,40,92,10.67
Home Hardware,Anchors,Recycled Steel,high,0,18,93,6.66
Home Hardware,Anchors,ABS Plastic,high,2,95,16,38.78
Home Hardware,Anchors,VCI Paper (Anti-Corrosion),medium,84,55,82,12.27
Home Hardware,Anchors,PET,medium,15,86,73,60.46
Home Hardware,Drills,Recycled Aluminum,high,0,13,95,33.41
Home Hardware,Drills,Plywood,high,70,50,1,22.77
Home Hardware,Drills,Chrome-Plated Steel,high,0,85,87,33.49
Home Hardware,Drills,Paperboard,medium,80,42,88,31.96
Home Hardware,Drills,Double-Wall Corrugated,high,82,48,93,50.26
Home Hardware,Drills,Hardwood,high,97,26,0,66.9
Home Hardware,Drills,Corrugated Cardboard,high,85,43,91,29.43
Home Hardware,Drills,Recycled Steel,high,0,21,92,73.7
Home Hardware,Drills,ABS Plastic,high,0,96,18,63.05
Home Hardware,Drills,VCI Paper (Anti-Corrosion),medium,86,58,83,37.84
Home Hardware,Drills,PET,medium,16,87,72,22.46
Home Hardware,Hammers,Recycled Aluminum,high,1,13,97,2.03
Home Hardware,Hammers,Plywood,high,69,51,3,56.24
Home Hardware,Hammers,Chrome-Plated Steel,high,1,86,88,34.22
Home Hardware,Hammers,Paperboard,medium,80,42,85,1.07
Home Hardware,Hammers,Double-Wall Corrugated,high,88,52,95,25.71
Home Hardware,Hammers,Hardwood,high,100,26,1,50.95
Home Hardware,Hammers,Corrugated Cardboard,high,84,39,91,16.53
Home Hardware,Hammers,Recycled Steel,high,0,18,94,70.05
Home Hardware,Hammers,ABS Plastic,high,0,93,15,70.27
Home Hardware,Hammers,VCI Paper (Anti-Corrosion),medium,88,52,80,14.07
Home Hardware,Hammers,PET,medium,12,88,76,73.98
Office Supplies,Printer Ink,Bio-PP,medium,6,78,50,28.65
Office Supplies,Printer Ink,Recycled Low-Density PE (rLDPE),low,8,48,75,64.11
Office Supplies,Printer Ink,Silicon-Coated Paper,medium,10,69,59,18.02
Office Supplies,Printer Ink,PP,medium,13,77,49,7.84
Office Supplies,Printer Ink,Paperboard,medium,77,42,88,38.74
Office Supplies,Printer Ink,Thermal Paper,low,70,58,0,49.03
Office Supplies,Printer Ink,HDPE,high,9,79,88,26.65
Office Supplies,Printer Ink,Synthetic Paper (BOPP),high,0,86,43,53.67
Office Supplies,Printer Ink,Stone Paper,medium,2,36,39,64.27
Office Supplies,Printer Ink,Kraft Paper,low,94,24,91,32.82
Office Supplies,Printer Ink,ABS Plastic,high,0,91,15,31.07
Office Supplies,Paper,Bio-PP,medium,5,77,52,39.66
Office Supplies,Paper,Recycled Low-Density PE (rLDPE),low,8,45,74,45.47
Office Supplies,Paper,Silicon-Coated Paper,medium,12,67,62,65.2
Office Supplies,Paper,PP,medium,12,79,48,54.78
Office Supplies,Paper,Paperboard,medium,79,43,88,63.2
Office Supplies,Paper,Thermal Paper,low,69,62,0,8.97
Office Supplies,Paper,HDPE,high,10,77,87,48.47
Office Supplies,Paper,Synthetic Paper (BOPP),high,3,91,40,22.25
Office Supplies,Paper,Stone Paper,medium,0,36,38,42.87
Office Supplies,Paper,Kraft Paper,low,98,26,87,66.15
Office Supplies,Paper,ABS Plastic,high,3,92,18,14.94
Office Supplies,Staples,Bio-PP,medium,6,75,47,23.8
Office Supplies,Staples,Recycled Low-Density PE (rLDPE),low,5,46,73,26
Office Supplies,Staples,Silicon-Coated Paper,medium,13,67,63,45.02
Office Supplies,Staples,PP,medium,9,83,47,24.73
Office Supplies,Staples,Paperboard,medium,77,43,88,40.82
Office Supplies,Staples,Thermal Paper,low,68,60,2,48.58
Office Supplies,Staples,HDPE,high,10,82,87,56.03
Office Supplies,Staples,Synthetic Paper (BOPP),high,0,85,40,42.36
Office Supplies,Staples,Stone Paper,medium,1,37,39,15.83
Office Supplies,Staples,Kraft Paper,low,94,23,93,36.19
Office Supplies,Staples,ABS Plastic,high,2,91,12,20.72
Office Supplies,Toner,Bio-PP,medium,4,75,51,36.85
Office Supplies,Toner,Recycled Low-Density PE (rLDPE),low,5,51,76,73.7
Office Supplies,Toner,Silicon-Coated Paper,medium,10,73,61,66.38
Office Supplies,Toner,PP,medium,8,77,49,58.65
Office Supplies,Toner,Paperboard,medium,83,46,88,3.41
Office Supplies,Toner,Thermal Paper,low,69,61,0,60.85
Office Supplies,Toner,HDPE,high,10,83,84,50.22
Office Supplies,Toner,Synthetic Paper (BOPP),high,0,87,43,3.79
Office Supplies,Toner,Stone Paper,medium,0,32,37,51.08
Office Supplies,Toner,Kraft Paper,low,98,26,89,48.3
Office Supplies,Toner,ABS Plastic,high,2,91,18,53.43
Office Supplies,Folders,Bio-PP,medium,7,75,53,70.54
Office Supplies,Folders,Recycled Low-Density PE (rLDPE),low,5,47,72,8.02
Office Supplies,Folders,Silicon-Coated Paper,medium,11,73,57,7.21
Office Supplies,Folders,PP,medium,10,81,53,44.79
Office Supplies,Folders,Paperboard,medium,83,47,82,9.23
Office Supplies,Folders,Thermal Paper,low,73,61,1,74.87
Office Supplies,Folders,HDPE,high,13,83,83,48.62
Office Supplies,Folders,Synthetic Paper (BOPP),high,0,85,37,28.67
Office Supplies,Folders,Stone Paper,medium,0,36,42,74.39
Office Supplies,Folders,Kraft Paper,low,93,28,89,20.99
Office Supplies,Folders,ABS Plastic,high,0,93,18,6.02
Office Supplies,Calculators,Bio-PP,medium,8,77,49,62
Office Supplies,Calculators,Recycled Low-Density PE (rLDPE),low,3,51,75,74.98
Office Supplies,Calculators,Silicon-Coated Paper,medium,9,68,62,65.93
Office Supplies,Calculators,PP,medium,11,80,53,35.19
Office Supplies,Calculators,Paperboard,medium,81,45,86,2.06
Office Supplies,Calculators,Thermal Paper,low,72,62,1,31.58
Office Supplies,Calculators,HDPE,high,8,81,84,6.42
Office Supplies,Calculators,Synthetic Paper (BOPP),high,1,90,39,67.95
Office Supplies,Calculators,Stone Paper,medium,0,38,41,26.47
Office Supplies,Calculators,Kraft Paper,low,92,26,87,54.9
Office Supplies,Calculators,ABS Plastic,high,3,96,18,46.2
Office Supplies,Organizers,Bio-PP,medium,4,74,49,16.56
Office Supplies,Organizers,Recycled Low-Density PE (rLDPE),low,5,46,76,58.82
Office Supplies,Organizers,Silicon-Coated Paper,medium,9,71,62,49.52
Office Supplies,Organizers,PP,medium,13,77,52,17.21
Office Supplies,Organizers,Paperboard,medium,80,44,83,42.03
Office Supplies,Organizers,Thermal Paper,low,68,58,0,15.79
Office Supplies,Organizers,HDPE,high,10,83,82,52.93
Office Supplies,Organizers,Synthetic Paper (BOPP),high,0,90,38,51.58
Office Supplies,Organizers,Stone Paper,medium,1,32,38,7.74
Office Supplies,Organizers,Kraft Paper,low,98,25,90,19.38
Office Supplies,Organizers,ABS Plastic,high,3,93,13,62.97
Office Supplies,Shredders,Bio-PP,medium,5,72,51,29.97
Office Supplies,Shredders,Recycled Low-Density PE (rLDPE),low,5,50,78,22.61
Office Supplies,Shredders,Silicon-Coated Paper,medium,12,73,62,34.28
Office Supplies,Shredders,PP,medium,11,78,48,18.81
Office Supplies,Shredders,Paperboard,medium,80,43,86,34.14
Office Supplies,Shredders,Thermal Paper,low,69,62,0,61.98
Office Supplies,Shredders,HDPE,high,11,81,88,60.48
Office Supplies,Shredders,Synthetic Paper (BOPP),high,0,86,39,18.5
Office Supplies,Shredders,Stone Paper,medium,1,32,43,63.84
Office Supplies,Shredders,Kraft Paper,low,94,23,93,60.91
Office Supplies,Shredders,ABS Plastic,high,0,94,18,73.48
Office Supplies,Punchers,Bio-PP,medium,3,73,48,52.91
Office Supplies,Punchers,Recycled Low-Density PE (rLDPE),low,5,45,77,60.45
Office Supplies,Punchers,Silicon-Coated Paper,medium,13,69,57,65.28
Office Supplies,Punchers,PP,medium,9,82,47,8.55
Office Supplies,Punchers,Paperboard,medium,77,48,85,48.97
Office Supplies,Punchers,Thermal Paper,low,70,57,0,25.29
Office Supplies,Punchers,HDPE,high,10,81,82,24.65
Office Supplies,Punchers,Synthetic Paper (BOPP),high,3,91,40,19.36
Office Supplies,Punchers,Stone Paper,medium,2,38,39,70.36
Office Supplies,Punchers,Kraft Paper,low,92,23,89,17.93
Office Supplies,Punchers,ABS Plastic,high,0,94,13,18.14
Office Supplies,Labelers,Bio-PP,medium,4,73,47,54.98
Office Supplies,Labelers,Recycled Low-Density PE (rLDPE),low,6,51,78,21.26
Office Supplies,Labelers,Silicon-Coated Paper,medium,8,68,60,43.93
Office Supplies,Labelers,PP,medium,13,78,51,71.36
Office Supplies,Labelers,Paperboard,medium,79,42,85,16.11
Office Supplies,Labelers,Thermal Paper,low,70,57,0,49.59
Office Supplies,Labelers,HDPE,high,7,83,88,63.79
Office Supplies,Labelers,Synthetic Paper (BOPP),high,0,90,42,28.01
Office Supplies,Labelers,Stone Paper,medium,0,37,41,73.21
Office Supplies,Labelers,Kraft Paper,low,94,26,89,6.32
Office Supplies,Labelers,ABS Plastic,high,1,94,17,8.6
Baby Care,Diapers,Mushroom (Mycelium),medium,100,4,0,74.12
Baby Care,Diapers,Casein (Milk Protein) Film,low,100,32,0,60.11
Baby Care,Diapers,Latex Foam,low,100,28,0,32.15
Baby Care,Diapers,PBAT,medium,90,50,10,57.8
Baby Care,Diapers,Bamboo Fiber (Molded),high,100,8,2,73.03
Baby Care,Diapers,Organic Cotton,medium,97,32,2,24.89
Baby Care,Diapers,PLA/Hemp Composite,high,93,28,0,18.24
Baby Care,Diapers,Bio-PE(Green Plastic),high,4,85,90,74.2
Baby Care,Diapers,Starch-PVA Blend,low,100,37,3,49.16
Baby Care,Diapers,Silicone (Food Grade),high,0,68,2,9.61
Baby Care,Wipes,Mushroom (Mycelium),medium,98,2,1,2.52
Baby Care,Wipes,Casein (Milk Protein) Film,low,98,32,0,45.68
Baby Care,Wipes,Latex Foam,low,100,32,1,59.32
Baby Care,Wipes,PBAT,medium,92,53,11,29.78
Baby Care,Wipes,Bamboo Fiber (Molded),high,95,11,2,30.37
Baby Care,Wipes,Organic Cotton,medium,98,31,0,30.27
Baby Care,Wipes,PLA/Hemp Composite,high,93,27,2,71.33
Baby Care,Wipes,Bio-PE(Green Plastic),high,0,90,95,22.98
Baby Care,Wipes,Starch-PVA Blend,low,99,41,3,18.99
Baby Care,Wipes,Silicone (Food Grade),high,0,63,1,14.84
Baby Care,Baby Oil,Mushroom (Mycelium),medium,99,4,0,37.52
Baby Care,Baby Oil,Casein (Milk Protein) Film,low,98,35,2,30.23
Baby Care,Baby Oil,Latex Foam,low,99,31,0,9.59
Baby Care,Baby Oil,PBAT,medium,93,49,9,70.34
Baby Care,Baby Oil,Bamboo Fiber (Molded),high,100,13,2,4.01
Baby Care,Baby Oil,Organic Cotton,medium,99,32,0,74
Baby Care,Baby Oil,PLA/Hemp Composite,high,92,25,0,60.21
Baby Care,Baby Oil,Bio-PE(Green Plastic),high,1,91,95,47.89
Baby Care,Baby Oil,Starch-PVA Blend,low,100,35,0,54.82
Baby Care,Baby Oil,Silicone (Food Grade),high,1,62,3,0.61
Baby Care,Powder,Mushroom (Mycelium),medium,97,4,0,16.86
Baby Care,Powder,Casein (Milk Protein) Film,low,98,35,0,39.31
Baby Care,Powder,Latex Foam,low,97,31,1,39.06
Baby Care,Powder,PBAT,medium,88,55,12,10.23
Baby Care,Powder,Bamboo Fiber (Molded),high,96,11,0,15.63
Baby Care,Powder,Organic Cotton,medium,97,32,1,21.79
Baby Care,Powder,PLA/Hemp Composite,high,94,27,0,30.61
Baby Care,Powder,Bio-PE(Green Plastic),high,0,89,93,30.53
Baby Care,Powder,Starch-PVA Blend,low,98,40,0,9.61
Baby Care,Powder,Silicone (Food Grade),high,3,62,0,65.63
Baby Care,Lotion,Mushroom (Mycelium),medium,100,8,1,67.37
Baby Care,Lotion,Casein (Milk Protein) Film,low,100,32,0,8.05
Baby Care,Lotion,Latex Foam,low,99,28,3,22.2
Baby Care,Lotion,PBAT,medium,88,53,10,60.34
Baby Care,Lotion,Bamboo Fiber (Molded),high,96,13,1,67.34
Baby Care,Lotion,Organic Cotton,medium,97,28,0,43.67
Baby Care,Lotion,PLA/Hemp Composite,high,94,24,3,44.24
Baby Care,Lotion,Bio-PE(Green Plastic),high,4,88,95,23.56
Baby Care,Lotion,Starch-PVA Blend,low,100,35,1,44.32
Baby Care,Lotion,Silicone (Food Grade),high,2,66,0,68.2
Baby Care,Shampoo,Mushroom (Mycelium),medium,100,5,2,11.53
Baby Care,Shampoo,Casein (Milk Protein) Film,low,97,33,0,49.56
Baby Care,Shampoo,Latex Foam,low,98,31,2,25.04
Baby Care,Shampoo,PBAT,medium,91,51,13,50.12
Baby Care,Shampoo,Bamboo Fiber (Molded),high,97,13,0,59.86
Baby Care,Shampoo,Organic Cotton,medium,100,30,0,53.74
Baby Care,Shampoo,PLA/Hemp Composite,high,93,25,0,31.02
Baby Care,Shampoo,Bio-PE(Green Plastic),high,0,85,95,46.07
Baby Care,Shampoo,Starch-PVA Blend,low,100,40,3,35.75
Baby Care,Shampoo,Silicone (Food Grade),high,0,68,0,24.06
Baby Care,Bottles,Mushroom (Mycelium),medium,98,8,0,27.45
Baby Care,Bottles,Casein (Milk Protein) Film,low,97,38,0,25.75
Baby Care,Bottles,Latex Foam,low,100,29,3,10.12
Baby Care,Bottles,PBAT,medium,91,49,12,55.69
Baby Care,Bottles,Bamboo Fiber (Molded),high,97,13,0,29.92
Baby Care,Bottles,Organic Cotton,medium,97,28,1,17.01
Baby Care,Bottles,PLA/Hemp Composite,high,98,24,3,60.8
Baby Care,Bottles,Bio-PE(Green Plastic),high,1,87,93,33.15
Baby Care,Bottles,Starch-PVA Blend,low,98,36,1,67.32
Baby Care,Bottles,Silicone (Food Grade),high,1,63,0,52.02
Baby Care,Pacifiers,Mushroom (Mycelium),medium,100,6,1,57.87
Baby Care,Pacifiers,Casein (Milk Protein) Film,low,100,33,0,71.71
Baby Care,Pacifiers,Latex Foam,low,100,28,0,62.16
Baby Care,Pacifiers,PBAT,medium,93,50,9,38.58
Baby Care,Pacifiers,Bamboo Fiber (Molded),high,100,13,1,3.12
Baby Care,Pacifiers,Organic Cotton,medium,100,32,2,74.49
Baby Care,Pacifiers,PLA/Hemp Composite,high,98,24,0,46.27
Baby Care,Pacifiers,Bio-PE(Green Plastic),high,1,86,90,2.28
Baby Care,Pacifiers,Starch-PVA Blend,low,98,37,0,69.75
Baby Care,Pacifiers,Silicone (Food Grade),high,0,68,0,56.03
Baby Care,Teethers,Mushroom (Mycelium),medium,100,8,0,7.99
Baby Care,Teethers,Casein (Milk Protein) Film,low,97,37,0,33.15
Baby Care,Teethers,Latex Foam,low,100,31,0,50.47
Baby Care,Teethers,PBAT,medium,90,53,12,67.78
Baby Care,Teethers,Bamboo Fiber (Molded),high,100,12,2,46.5
Baby Care,Teethers,Organic Cotton,medium,100,31,1,42.52
Baby Care,Teethers,PLA/Hemp Composite,high,96,28,0,70.58
Baby Care,Teethers,Bio-PE(Green Plastic),high,1,85,90,45.64
Baby Care,Teethers,Starch-PVA Blend,low,98,37,0,9.46
Baby Care,Teethers,Silicone (Food Grade),high,3,63,1,66
Baby Care,Bibs,Mushroom (Mycelium),medium,100,7,0,65.41
Baby Care,Bibs,Casein (Milk Protein) Film,low,98,35,1,62.27
